Institute ID,Name,City,State,Score,TLR,RPC,GO,OI,PERCEPTION,Year,Year_rank
IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,61.13,67.66,45.48,85.36,56.22,44.99,2020,9
IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,61.07,71.35,38.3,88.52,73.05,31.6,2020,10
IR-O-U-0120,University of Delhi,Delhi,Delhi,60.1,50.18,55.4,85.21,60.37,53.44,2020,11
IR-O-U-0439,Anna University,Chennai,Tamil Nadu,58.71,56.0,48.61,77.49,52.37,65.89,2020,12
IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,58.3,67.47,46.47,75.58,52.82,37.18,2020,13
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,56.04,82.4,30.44,69.83,48.72,33.54,2020,14
IR-O-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,55.79,62.76,40.72,72.48,60.97,41.37,2020,15
IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,55.22,48.71,54.82,67.26,58.15,49.0,2020,16
IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,54.3,70.97,40.78,55.7,57.39,38.99,2020,17
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,54.1,51.99,48.02,75.33,46.08,44.07,2020,18
IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,53.82,63.77,25.99,86.1,56.86,39.82,2020,19
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,53.1,72.43,25.73,71.13,63.78,30.4,2020,20
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,52.6,69.79,28.48,73.16,61.71,23.16,2020,21
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,52.55,65.37,33.16,68.21,55.23,38.3,2020,22
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,52.35,73.76,19.03,86.0,51.56,21.54,2020,23
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,52.33,67.82,22.59,72.25,76.16,31.3,2020,24
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,52.22,63.86,35.91,65.46,57.76,34.2,2020,25
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,51.85,50.08,42.83,71.27,54.9,42.39,2020,26
IR-O-U-0235,Mysore University,Mysuru,Karnataka,51.84,62.99,19.55,92.51,54.45,31.3,2020,27
IR-O-I-1486,Sri Ramachandra Institute of Higher Education And Research,Chennai,Tamil Nadu,51.32,76.71,16.92,67.48,60.92,36.4,2020,28
IR-O-U-0027,Osmania University,Hyderabad,Telangana,51.15,55.95,25.56,86.42,55.22,39.0,2020,29
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,50.93,69.15,30.32,71.21,46.6,21.87,2020,30
IR-O-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,50.65,56.99,38.79,65.75,55.71,31.88,2020,31
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,50.45,77.94,26.47,61.22,44.84,24.1,2020,32
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,50.2,70.68,18.74,66.64,69.78,30.7,2020,33
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,50.1,64.38,11.4,80.01,75.54,38.16,2020,34
IR-O-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,50.07,56.48,34.43,67.43,58.58,34.53,2020,35
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,49.22,63.66,22.69,68.36,51.63,44.76,2020,36
IR-O-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,49.02,50.79,37.48,66.42,62.52,30.1,2020,37
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,48.84,61.83,21.53,76.24,48.81,37.0,2020,38
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,48.77,60.75,30.41,65.23,64.31,19.47,2020,39
IR-O-U-0056,Tezpur University,Tezpur,Assam,48.77,62.03,30.34,63.23,49.21,34.88,2020,39
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,48.73,65.54,24.52,64.0,55.66,33.54,2020,41
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,48.56,65.8,24.29,64.87,66.51,19.11,2020,42
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,48.35,70.05,14.11,63.35,72.57,31.82,2020,43
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,48.21,68.05,13.4,83.9,55.67,14.18,2020,44
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,48.06,57.71,28.86,66.91,54.62,32.53,2020,45
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,47.92,75.2,9.71,63.68,63.64,33.54,2020,46
IR-O-U-0052,Gauhati University,Guwahati,Assam,47.1,59.87,17.04,81.09,55.87,22.2,2020,47
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,46.99,60.25,18.51,79.14,49.47,25.82,2020,48
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,46.88,65.03,15.19,75.6,53.4,23.48,2020,49
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,46.84,58.41,27.29,75.58,40.84,19.3,2020,50
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,46.58,44.31,30.06,77.12,53.04,35.48,2020,51
IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,46.55,64.78,16.33,72.53,45.63,31.47,2020,52
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,46.41,63.49,28.38,50.92,46.57,40.09,2020,53
IR-O-U-0251,Calicut University,Malappuram,Kerala,46.37,66.18,17.39,69.3,53.19,21.21,2020,54
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,46.32,52.72,12.82,85.27,75.87,20.18,2020,55
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,46.11,68.11,16.4,62.82,60.52,21.54,2020,56
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,46.01,66.87,12.44,64.13,62.44,31.47,2020,57
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,45.82,45.97,28.85,73.14,58.52,28.88,2020,58
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,45.67,59.45,18.56,66.96,66.89,21.87,2020,59
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,45.58,63.88,26.14,56.9,42.62,29.39,2020,60
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,45.24,73.22,7.13,60.79,59.68,30.0,2020,61
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,45.02,50.14,27.78,67.84,51.36,29.39,2020,62
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,44.84,61.13,12.09,65.73,58.16,39.0,2020,63
IR-O-U-0383,Punjabi University,Patiala,Punjab,44.07,69.36,21.65,50.81,40.34,25.82,2020,64
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,44.0,48.08,20.84,77.97,53.61,23.79,2020,65
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,43.5,56.25,28.71,56.04,52.33,15.66,2020,66
IR-O-U-0345,Mizoram University,Aizawl,Mizoram,43.49,66.0,10.83,67.02,49.9,20.52,2020,67
IR-O-U-0215,Bangalore University,Bangalore,Karnataka,43.33,65.54,13.03,57.99,57.18,24.4,2020,68
IR-O-U-0298,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra,43.12,47.27,13.99,87.05,52.81,20.52,2020,69
IR-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,43.1,68.29,9.13,52.96,64.65,28.2,2020,70
IR-O-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,42.79,53.87,13.61,68.79,56.82,31.11,2020,71
IR-O-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,42.57,56.17,17.23,60.48,63.6,20.87,2020,72
IR-O-U-0232,Kuvempu University,Shimoga,Karnataka,42.45,57.57,13.05,71.82,50.29,18.74,2020,73
IR-O-U-0239,NITTE,Mangaluru,Karnataka,42.19,68.71,6.63,52.54,67.93,22.85,2020,74
IR-O-U-0035,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,42.08,61.64,2.82,61.47,72.96,31.47,2020,75
IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,41.95,50.79,15.59,71.67,51.24,25.82,2020,76
IR-O-U-0321,Padmashree Dr. D. Y. Patil Vidyapeeth,Mumbai,Maharashtra,41.74,70.13,3.79,60.42,49.67,25.11,2020,77
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,41.69,57.28,16.44,62.61,67.68,2.87,2020,78
IR-O-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,41.69,44.72,31.0,52.29,54.73,30.4,2020,78
IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,41.63,60.51,20.9,60.0,49.9,2.18,2020,80
IR-O-U-0121,Goa University,Goa,Goa,41.37,55.98,14.14,65.28,53.0,19.82,2020,81
IR-O-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,41.21,58.77,3.67,64.95,64.17,30.7,2020,82
IR-O-U-0470,Periyar University,Salem,Tamil Nadu,41.09,50.92,20.45,59.02,50.74,28.09,2020,83
IR-O-U-0051,Dibrugarh University,Dibrugarh,Assam,41.05,61.8,8.95,63.0,49.99,22.2,2020,84
IR-O-U-0223,Jain University,Bengluru,Karnataka,41.03,43.29,16.75,72.52,60.44,24.74,2020,85
IR-O-U-0250,Yenepoya University,Mangaluru,Karnataka,40.99,70.1,8.31,45.02,66.0,18.74,2020,86
IR-O-U-0372,Central University of Punjab,Bathinda,Punjab,40.93,57.49,16.9,50.89,62.39,21.87,2020,87
IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,40.92,65.61,7.73,50.84,68.81,18.74,2020,88
IR-O-U-0576,Kalyani University,Kalyani,West Bengal,40.91,39.83,19.63,82.34,46.54,19.47,2020,89
IR-O-C-23033,Krishna Institute of Medical Sciences,Karad,Maharashtra,40.87,68.65,3.95,56.49,60.0,18.0,2020,90
IR-O-U-0453,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu,40.65,55.52,15.4,61.06,50.37,21.21,2020,91
IR-O-U-0569,The University of Burdwan,Bardhaman,West Bengal,40.55,50.28,18.49,66.37,46.69,19.82,2020,92
IR-O-U-0168,Maharishi Markandeshwar,Ambala,Haryana,40.49,53.27,11.81,63.44,56.28,26.45,2020,93
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,40.43,56.9,14.03,58.74,46.79,27.21,2020,94
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,40.24,52.23,19.92,64.32,52.87,4.53,2020,95
IR-O-U-0366,Utkal University,Bhubaneswar,Odisha,40.05,42.89,11.5,77.12,44.13,39.0,2020,96
IR-O-U-0555,Graphic Era University,Dehradun,Uttarakhand,40.04,55.59,8.36,61.02,59.78,26.73,2020,97
IR-O-U-0451,Chettinad Academy of Research and Education,Kanchipuram District,Tamil Nadu,39.97,70.68,5.16,48.45,56.63,18.74,2020,98
IR-O-U-0164,Kurukshetra University,Kurukshetra,Haryana,39.79,49.89,9.95,68.15,48.88,33.21,2020,99
IR-O-U-0043,"Vignan's Foundation for Science, Technology & Research",Guntur,Andhra Pradesh,39.71,57.39,8.36,60.6,58.11,20.52,2020,100
IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.28,83.16,89.24,78.57,48.47,100.0,2019,1
IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,68.68,76.75,41.85,99.87,75.87,55.27,2019,2
IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,64.55,69.72,46.48,96.37,57.01,47.28,2019,3
IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,61.85,74.81,43.78,83.64,58.77,36.71,2019,4
IR-O-U-0570,Calcutta University,Kolkata,West Bengal,60.87,62.26,47.1,91.54,60.14,37.39,2019,5
IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,60.53,54.4,54.89,90.28,44.95,51.83,2019,6
IR-O-U-0439,Anna University,Chennai,Tamil Nadu,60.35,56.39,54.1,78.07,53.16,62.72,2019,7
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,59.22,73.03,43.77,70.28,70.23,31.01,2019,8
IR-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,58.5,77.91,38.31,69.71,66.78,30.21,2019,9
IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,58.4,69.26,44.42,86.04,54.34,16.55,2019,10
IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,58.36,76.69,35.38,85.67,57.56,18.46,2019,11
IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,58.07,73.74,32.04,88.53,71.97,14.26,2019,12
IR-O-U-0120,University of Delhi,Delhi,Delhi,57.59,47.87,53.79,87.18,55.4,41.11,2019,13
IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,57.23,66.93,45.04,76.53,52.11,31.2,2019,14
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,52.62,54.67,48.4,72.61,51.49,20.28,2019,15
IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,52.11,69.36,23.16,86.61,55.73,14.55,2019,16
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,51.95,83.26,25.24,71.18,47.29,4.33,2019,17
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,51.73,69.64,29.92,74.12,63.52,6.86,2019,18
IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,51.44,48.7,47.63,66.55,57.02,35.31,2019,19
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,51.34,64.29,33.28,68.26,54.18,30.01,2019,20
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,51.25,51.02,44.82,72.5,52.89,27.09,2019,21
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,51.21,74.8,18.84,85.7,51.2,8.59,2019,22
IR-O-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,50.53,56.68,34.14,73.06,52.26,34.41,2019,23
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.31,72.96,21.17,69.84,61.04,20.02,2019,24
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,49.91,79.82,25.85,61.38,53.38,5.8,2019,25
IR-O-U-0027,Osmania University,Hyderabad,Telangana,49.86,58.2,24.95,92.09,55.68,9.26,2019,26
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,49.27,62.13,36.3,65.31,56.58,10.24,2019,27
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,48.54,66.72,22.18,71.17,49.75,26.65,2019,28
IR-O-U-0056,Tezpur University,Tezpur,Assam,48.47,66.92,30.1,63.47,50.99,15.71,2019,29
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,48.08,66.49,26.97,72.39,51.98,3.58,2019,30
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,47.97,66.01,18.1,71.7,69.38,14.55,2019,31
IR-O-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,47.8,56.67,26.51,78.07,58.09,14.26,2019,32
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,47.34,73.84,16.57,70.49,55.04,6.15,2019,33
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysore,Karnataka,46.97,70.32,15.74,65.48,70.26,10.24,2019,34
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,46.82,65.17,9.97,79.76,71.16,12.14,2019,35
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.32,68.09,17.76,64.96,72.53,3.19,2019,36
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,46.27,60.65,26.07,74.79,41.39,11.52,2019,37
IR-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,46.09,71.58,15.49,75.65,43.02,5.44,2019,38
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,45.99,67.86,14.53,75.72,54.75,6.51,2019,39
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,45.8,55.55,32.38,65.16,57.13,6.86,2019,40
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,45.58,59.17,27.15,65.86,62.79,2.41,2019,41
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.57,66.09,18.08,74.7,44.24,9.59,2019,42
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,45.42,69.98,17.64,62.16,67.15,0.0,2019,43
IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,45.41,74.72,11.58,69.31,45.1,11.52,2019,44
IR-O-U-0463,Madurai Kamraj University,Madurai,Tamil Nadu,45.2,63.94,28.11,57.1,41.36,20.28,2019,45
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,45.11,77.38,7.61,62.46,63.71,7.56,2019,46
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,44.89,55.99,24.33,66.89,54.61,19.51,2019,47
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,44.88,47.92,26.63,73.31,59.3,19.25,2019,48
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,44.88,62.46,23.6,69.63,44.79,6.51,2019,48
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,44.7,67.17,19.07,63.8,57.15,3.58,2019,50
IR-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,44.66,76.97,19.74,56.22,40.93,3.19,2019,51
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.45,69.46,14.05,61.53,64.61,6.15,2019,52
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.19,59.82,18.33,79.2,47.36,1.63,2019,53
IR-O-U-0235,Mysore University,Mysore,Karnataka,44.06,57.3,18.15,78.43,52.67,4.7,2019,54
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.69,46.51,29.38,74.72,54.02,5.8,2019,55
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,43.65,70.01,9.43,61.03,72.88,3.19,2019,56
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,43.63,68.83,11.68,64.22,65.21,1.22,2019,57
IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,43.53,50.11,28.3,65.48,61.94,7.22,2019,58
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,43.49,54.72,29.47,56.97,44.88,23.47,2019,59
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,43.41,60.74,29.05,48.92,42.77,24.17,2019,60
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,43.22,50.4,11.67,84.87,72.01,4.33,2019,61
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,42.89,63.91,11.42,64.49,60.23,13.66,2019,62
IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,42.36,76.87,6.91,56.41,57.5,2.02,2019,63
IR-O-U-0251,Calicut University,Malappuram,Kerala,42.22,56.32,16.46,71.53,53.45,7.22,2019,64
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,41.42,47.22,26.88,64.8,47.56,14.84,2019,65
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.21,56.39,18.96,64.62,53.19,3.58,2019,66
IR-O-U-0123,Anand Agricultural University,Anand,Gujarat,41.2,69.48,12.25,59.12,41.45,7.22,2019,67
IR-O-U-0470,Periyar University,Salem,Tamil Nadu,40.99,52.3,20.74,59.13,53.26,19.25,2019,68
IR-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,40.92,71.23,8.73,49.52,66.05,4.33,2019,69
IR-O-U-0239,NITTE,Mangaluru,Karnataka,40.88,70.38,9.31,48.61,66.11,6.51,2019,70
IR-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,40.88,70.98,8.01,62.85,44.12,2.02,2019,70
IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,40.87,72.58,7.84,48.89,69.73,0.0,2019,72
IR-O-U-0232,Kuvempu University,Shimoga,Karnataka,40.6,56.65,11.99,70.47,58.44,0.82,2019,73
IR-O-U-0195,University of Jammu,Jammu Tawi,Jammu and Kashmir,40.43,56.5,16.51,70.92,41.52,2.02,2019,74
IR-O-U-0453,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu,40.42,55.7,18.2,62.68,50.9,6.15,2019,75
IR-O-U-0345,Mizoram University,Aizawl,Mizoram,40.27,61.43,8.71,70.15,50.04,2.02,2019,76
IR-O-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,40.24,62.8,2.71,64.5,65.08,11.83,2019,77
IR-O-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,40.24,74.13,2.55,60.45,51.11,0.41,2019,77
IR-O-U-0784,Professor Jayashankar Telangana State Agricultural University,Hyderabad,Telangana,40.17,72.87,1.71,67.52,41.43,1.63,2019,79
IR-O-U-0181,Dr. Y. S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh,40.07,70.34,5.97,64.58,40.17,2.41,2019,80
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,40.03,43.87,17.1,79.29,50.92,7.91,2019,81
IR-O-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,39.97,48.38,26.62,52.25,54.2,15.99,2019,82
IR-O-U-0246,University of Agricultural Sciences,Dharwad,Karnataka,39.59,66.33,2.54,69.04,49.62,1.63,2019,83
IR-O-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,39.42,57.29,11.26,65.26,55.95,2.02,2019,84
IR-O-U-0298,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra,39.33,47.01,10.66,85.82,44.42,4.33,2019,85
IR-O-U-0051,Dibrugarh University,Dibrugarh,Assam,39.3,62.53,8.88,63.0,47.63,5.07,2019,86
IR-O-U-0233,Mangalore University,Mangalagangotri,Karnataka,39.26,65.49,12.44,53.43,50.34,1.63,2019,87
IR-O-U-0321,Padmashree Dr. D. Y. Patil Vidyapeeth,Mumbai,Maharashtra,39.18,67.03,2.62,63.03,56.29,0.41,2019,88
IR-O-U-0569,The University of Burdwan,Barddhaman,West Bengal,38.98,53.42,20.96,65.73,32.72,2.41,2019,89
IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,38.94,49.34,13.91,74.11,49.05,2.41,2019,90
IR-O-U-0576,Kalyani University,Kalyani,West Bengal,38.85,38.04,20.64,81.63,44.54,4.7,2019,91
IR-O-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,38.79,50.65,15.1,60.81,56.34,12.76,2019,92
IR-O-U-0464,Manonmaniam Sundaranar University,Tirunelveli,Tamil Nadu,38.76,58.11,14.89,54.83,50.65,8.25,2019,93
IR-O-U-0121,Goa University,Goa,Goa,38.76,52.81,14.46,66.29,51.6,1.63,2019,93
IR-O-U-0250,Yenepoya,Mangalore,Karnataka,38.68,72.04,5.75,44.59,63.01,1.22,2019,95
IR-O-U-0372,Central University of Punjab,Bathinda,Punjab,38.68,61.46,13.62,46.73,60.12,7.91,2019,95
IR-O-U-0050,Assam University,Silchar,Assam,38.67,56.32,13.29,63.64,45.81,4.7,2019,97
IR-O-U-0164,Kurukshetra University,Kurukshetra,Haryana,38.6,50.28,10.62,73.97,47.24,8.25,2019,98
IR-O-U-0047,Rajiv Gandhi University,Itanagar,Arunachal Pradesh,38.48,61.4,2.68,66.64,58.93,0.41,2019,99
IR-O-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,38.45,63.85,1.62,66.26,55.61,0.0,2019,100
IR-1-O-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.16,84.54,91.08,75.48,43.7,100.0,2018,1
IR-1-O-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,67.57,74.71,42.6,99.12,79.32,46.28,2018,2
IR-3-O-OMD-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,63.52,65.15,50.76,95.42,53.13,43.62,2018,3
IR-4-O-OEMA-U-0439,Anna University,Chennai,Tamil Nadu,62.82,57.31,60.76,79.15,52.55,63.22,2018,4
IR-1-O-O-U-0042,University of Hyderabad,Hyderabad,Telangana,60.54,74.36,45.34,84.45,55.71,21.66,2018,5
IR-2-O-OE-U-0575,Jadavpur University,Kolkata,West Bengal,59.68,57.08,57.07,91.39,36.0,35.5,2018,6
IR-1-O-O-U-0120,University of Delhi,Delhi,Delhi,58.69,52.52,58.16,85.14,51.26,33.15,2018,7
IR-1-O-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,58.46,74.05,43.56,71.03,58.27,31.44,2018,8
IR-1-O-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,58.24,70.7,43.64,84.55,55.29,15.04,2018,9
IR-7-O-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,57.78,70.28,36.87,90.56,49.03,26.3,2018,10
IR-1-O-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,57.37,76.05,44.15,61.29,64.23,26.3,2018,11
IR-5-O-OEMAL-U-0108,Jamia Millia Islamia,New Delhi,Delhi,56.18,72.33,33.21,82.27,68.86,11.76,2018,12
IR-1-O-C-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,55.08,65.54,41.7,76.95,52.63,22.63,2018,13
IR-1-O-O-U-0570,Calcutta University,Kolkata,West Bengal,53.38,45.47,50.26,86.81,46.72,26.3,2018,14
IR-1-O-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,52.73,83.08,29.71,62.7,59.66,3.93,2018,15
IR-3-O-OEM-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,52.68,50.3,47.42,68.43,60.02,36.71,2018,16
IR-3-O-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,52.15,61.02,35.56,69.33,57.73,35.32,2018,17
IR-1-O-O-I-1357,University of Madras,Chennai,Tamil Nadu,51.52,66.06,33.4,68.6,53.07,26.52,2018,18
IR-3-O-OEP-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,51.39,53.82,48.52,69.18,52.55,15.9,2018,19
IR-6-O-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,50.94,52.59,44.75,73.16,47.52,23.58,2018,20
IR-1-O-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,50.74,70.22,29.22,63.76,79.16,2.4,2018,21
IR-6-O-OEMALP-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,50.39,65.98,25.12,83.14,54.75,9.53,2018,22
